date,000300.SH,000905.SH,000906.SH
20071126,-1.1548,-1.0039,-1.1257
20071127,-1.8527,-1.0339,-1.6944
20071128,-1.3245,-0.7523,-1.2131
20071129,4.1585,2.6294,3.8593
20071130,-2.1615,-1.4894,-2.0323
20071203,0.7444,1.148,0.8223
20071204,1.1847,0.5696,1.0655
20071205,2.8314,1.8844,2.6487
20071206,0.1029,0.4218,0.164
20071207,1.4141,1.6581,1.461
20071210,1.8291,2.7878,2.0139
20071211,0.1254,1.1398,0.3224
20071212,-1.2181,0.2149,-0.9375
20071213,-3.803,-3.1255,-3.6687
20071214,1.9113,2.2008,1.969
20071217,-2.4181,0.1447,-1.9061
20071218,-0.5637,-0.8484,-0.6217
20071219,2.4095,2.1892,2.3647
20071220,1.8379,1.2215,1.714
20071221,1.2836,1.5177,1.3305
20071224,2.0636,1.7288,1.9965
20071225,0.1859,0.892,0.3271
20071226,0.9242,2.0276,1.1463
20071227,1.9469,1.0302,1.7608
20071228,-0.545,-0.3193,-0.4995
20080102,0.8772,3.564,1.4058
20080103,0.6858,2.0846,0.9669
20080104,1.1364,0.2348,0.9535
20080107,1.3302,1.9983,1.4649
20080108,-0.5136,-2.7535,-0.9677
20080109,1.5503,2.9983,1.8331
20080110,1.0402,0.4825,0.93
20080111,0.4759,-0.1027,0.362
20080114,0.5722,1.2704,0.709
20080115,-0.616,0.7711,-0.3426
20080116,-3.3483,-1.3518,-2.9502
20080117,-2.5445,-2.6225,-2.5603
20080118,0.9103,0.882,0.9046
20080121,-4.9633,-4.1415,-4.7963
20080122,-7.6154,-8.5419,-7.805
20080123,4.654,5.3677,4.7991
20080124,1.0473,3.4378,1.5359
20080125,0.9989,0.3103,0.8554
20080128,-6.8055,-6.9886,-6.8434
20080129,0.6382,2.1123,0.9428
20080130,-1.08,0.2229,-0.8077
20080131,-1.9159,-3.8754,-2.3301
20080201,-1.0487,-4.4278,-1.7938
20080204,8.2717,8.1549,8.2467
20080205,-0.5716,0.386,-0.3663
20080213,-2.1485,-0.5252,-1.798
20080214,1.3324,2.0105,1.4807
20080215,-1.3717,-0.4957,-1.1791
20080218,2.0294,3.2159,2.2921
20080219,2.235,1.7889,2.1354
20080220,-2.2315,-0.8556,-1.9252
20080221,-0.6659,1.2607,-0.2324
20080222,-3.5641,-2.4139,-3.3014
20080225,-3.8802,-3.1724,-3.7171
20080226,-0.094,-0.0172,-0.0762
20080227,2.7513,2.2289,2.6301
20080228,-0.3817,0.2426,-0.2375
20080229,1.1357,1.367,1.1894
20080303,2.4857,3.3635,2.6897
20080304,-2.4964,-0.6722,-2.0697
20080305,-0.9082,0.4168,-0.5939
20080306,1.2164,0.1838,0.969
20080307,-1.3521,-2.0656,-1.5218
20080310,-4.1131,-3.2753,-3.9153
20080311,0.2165,1.3657,0.4897
20080312,-2.9617,-2.6895,-2.8964
20080313,-2.5684,-3.9408,-2.8981
20080314,-0.9786,-0.5623,-0.8796
20080317,-4.632,-7.7151,-5.3673
20080318,-5.0773,-7.3512,-5.6067
20080319,3.3187,4.7705,3.6504
20080320,2.905,4.1005,3.1811
20080321,0.8995,1.3366,1.0014
20080324,-4.4761,-2.0717,-3.914
20080325,1.2622,1.2228,1.2528
20080326,0.2201,-0.3501,0.0843
20080327,-4.2267,-5.337,-4.49
20080328,4.5143,2.9532,4.1473
20080331,-3.2573,-4.653,-3.5816
20080401,-5.4788,-8.403,-6.1507
20080402,-0.9735,-5.5004,-1.9888
20080403,2.8952,2.5208,2.8142
20080407,5.3448,6.5095,5.5959
20080408,1.1763,2.2612,1.4121
20080409,-5.2154,-5.4619,-5.2695
20080410,1.8055,2.9267,2.0508
20080411,0.7727,1.5488,0.9438
20080414,-6.5386,-6.6059,-6.5535
20080415,1.3283,3.2171,1.7465
20080416,-2.4916,-2.4063,-2.4725
20080417,-3.0734,-3.3509,-3.1358
20080418,-3.37,-4.9443,-3.7231
20080421,-0.1511,-0.712,-0.2753
20080422,0.879,-1.4519,0.3652
20080423,4.7766,4.3899,4.6929
20080424,9.2879,9.1882,9.2663
20080425,0.7568,0.8933,0.7863
20080428,-1.9436,-0.7126,-1.6777
20080429,1.2815,0.8039,1.1774
20080430,4.8234,3.8205,4.6055
20080505,2.4415,3.5095,2.6718
20080506,-1.1068,-0.3755,-0.9479
20080507,-4.7264,-4.342,-4.6423
20080508,2.7143,3.5055,2.8878
20080509,-1.1749,0.0262,-0.91
20080512,0.6702,2.0798,0.984
20080513,-1.3632,0.2392,-1.0027
20080514,3.2218,2.1969,2.9883
20080515,-0.6966,-0.8932,-0.741
20080516,-0.3031,-1.4364,-0.559
20080519,-0.5602,-0.0457,-0.445
20080520,-5.1929,-6.2927,-5.4399
20080521,1.9465,2.4866,2.0667
20080522,-1.8928,-0.9522,-1.6826
20080523,-0.978,-1.0825,-1.0015
20080526,-3.1544,-2.6346,-3.0375
20080527,0.4771,0.3966,0.4589
20080528,2.7972,2.7706,2.7912
20080529,-2.594,-2.5484,-2.5838
20080530,0.8507,0.1711,0.6976
20080602,0.4014,0.866,0.5055
20080603,-0.3231,-0.4502,-0.3517
20080604,-1.8592,-1.7772,-1.8408
20080605,-0.9805,-1.2578,-1.0429
20080606,-0.6445,-0.7536,-0.669
20080610,-8.1083,-8.7365,-8.2492
20080611,-2.0665,-2.5921,-2.1838
20080612,-1.7726,-0.9104,-1.5811
20080613,-3.4207,-4.7674,-3.7219
20080616,-0.9021,-2.2097,-1.1914
20080617,-3.7113,-6.2639,-4.2705
20080618,5.2274,5.752,5.3399
20080619,-7.2945,-8.4369,-7.5405
20080620,2.762,2.2746,2.658
20080623,-2.0959,-1.6753,-2.0065
20080624,2.2213,3.2673,2.4444
20080625,4.1243,5.7048,4.464
20080626,0.3829,1.2271,0.5665
20080627,-5.5314,-7.0122,-5.8555
20080630,-0.8594,0.7524,-0.511
20080701,-3.3481,-1.7291,-3.0158
20080702,0.0463,1.6694,0.3838
20080703,2.2602,4.6348,2.7603
20080704,-0.6796,-0.0148,-0.537
20080707,5.1393,5.228,5.1584
20080708,0.6618,1.534,0.8501
20080709,3.9039,2.6677,3.6353
20080710,-1.373,-2.2832,-1.569
20080711,-0.6803,-0.6267,-0.6688
20080714,0.7576,2.0946,1.0436
20080715,-4.1297,-2.8773,-3.8589
20080716,-3.7639,-5.08,-4.0513
20080717,-1.0026,-1.0228,-1.007
20080718,3.5832,3.3385,3.5303
20080721,3.3951,4.1021,3.5476
20080722,-0.2167,0.3346,-0.0972
20080723,-0.7375,-0.8676,-0.7658
20080724,3.2616,2.4994,3.0957
20080725,-1.2817,-0.8925,-1.1975
20080728,0.7366,1.3769,0.8756
20080729,-1.865,-2.0475,-1.9049
20080730,-0.7312,-0.5471,-0.6911
20080731,-2.7449,-3.6884,-2.9508
20080801,1.2683,1.5443,1.3281
20080804,-2.381,-2.4037,-2.3859
20080805,-2.5268,-3.0916,-2.6493
20080806,0.6886,0.223,0.588
20080807,-0.046,0.6735,0.1089
20080808,-4.7411,-7.2435,-5.2828
20080811,-5.1959,-7.4991,-5.6836
20080812,-0.5151,-1.4021,-0.6995
20080813,0.0212,-0.0452,0.0075
20080814,-0.0475,0.4609,0.0575
20080815,0.1679,-0.4018,0.0499
20080818,-5.4834,-7.4552,-5.8899
20080819,1.5159,1.6478,1.5427
20080820,7.8548,8.3247,7.9502
20080821,-3.5122,-3.5559,-3.5211
20080822,-1.5978,-1.9982,-1.6793
20080825,-0.1821,-0.3552,-0.2172
20080826,-2.875,-5.4366,-3.3939
20080827,-0.2676,-0.3174,-0.2775
20080828,0.4547,-0.0466,0.3553
20080829,2.3878,3.1444,2.5371
20080901,-3.4482,-2.9955,-3.3583
20080902,-1.0289,0.7027,-0.6838
20080903,-1.726,-0.7318,-1.5251
20080904,0.2307,0.7781,0.3422
20080905,-3.008,-4.699,-3.354
20080908,-2.6066,-5.0659,-3.1028
20080909,0.5938,0.8663,0.6477
20080910,0.1884,0.741,0.2979
20080911,-3.3152,-1.8603,-3.0257
20080912,0.276,0.2169,0.2641
20080916,-3.7151,-2.2171,-3.4136
20080917,-3.5746,-1.8774,-3.2288
20080918,-1.7181,-2.8993,-1.9622
20080919,9.342,9.8721,9.4505
20080922,6.4879,4.5987,6.0998
20080923,-3.8112,-6.4411,-4.3438
20080924,0.724,2.2697,1.0302
20080925,3.9591,2.3708,3.6406
20080926,0.9051,-0.0965,0.7065
20081006,-5.1238,-3.837,-4.8706
20081007,-1.2331,-0.3822,-1.0639
20081008,-3.7845,-2.472,-3.5218
20081009,-1.3636,-1.2926,-1.3492
20081010,-4.4273,-6.722,-4.8918
20081013,4.1179,1.9344,3.6843
20081014,-2.5619,-3.0234,-2.652
20081015,-1.0474,-0.5246,-0.9457
20081016,-4.8817,-5.6579,-5.0333
20081017,0.6787,1.281,0.7956
20081020,3.4622,3.4849,3.4666
20081021,-0.8081,-0.2183,-0.693
20081022,-2.5557,-1.8974,-2.4267
20081023,0.0795,1.015,0.2638
20081024,-2.8985,-1.4383,-2.6087
20081027,-7.1243,-7.8351,-7.2671
20081028,3.0912,2.3242,2.938
20081029,-2.7903,-3.966,-3.0236
20081030,2.378,0.8431,2.0763
20081031,-2.0025,-1.7736,-1.9581
20081103,-0.6082,-1.423,-0.7667
20081104,-1.5593,-1.708,-1.588
20081105,3.911,3.2953,3.7921
20081106,-2.4621,-1.7124,-2.318
20081107,1.7003,1.6024,1.6814
20081110,7.3809,7.3696,7.3787
20081111,-1.127,-0.8011,-1.0641
20081112,1.1487,2.4884,1.4079
20081113,4.0103,4.7101,4.1472
20081114,3.7123,4.6505,3.8968
20081117,2.2417,4.9043,2.769
20081118,-7.4177,-7.2885,-7.3916
20081119,6.1606,7.0497,6.3405
20081120,-1.0616,0.2239,-0.7997
20081121,-0.6051,-1.4184,-0.7725
20081124,-4.3261,-4.0965,-4.2791
20081125,-0.1822,-0.798,-0.3084
20081126,0.5016,0.3902,0.4789
20081127,1.4634,1.4576,1.4622
20081128,-2.1678,-1.078,-1.9459
20081201,1.8734,4.2372,2.3591
20081202,0.2374,1.9717,0.6002
20081203,4.4972,4.2203,4.4386
20081204,1.5497,-0.108,1.1992
20081205,1.5254,2.9902,1.831
20081208,4.0663,4.3778,4.1319
20081209,-2.5865,-2.5543,-2.5797
20081210,2.7217,2.8653,2.7521
20081211,-2.3877,-3.1224,-2.5432
20081212,-4.2005,-4.475,-4.2583
20081215,0.7475,2.0195,1.0145
20081216,0.9831,1.7952,1.1553
20081217,0.3495,1.2352,0.5384
20081218,2.1826,1.8278,2.1065
20081219,0.3429,0.9027,0.4626
20081222,-1.6844,-0.0692,-1.3372
20081223,-4.8868,-6.3342,-5.2019
20081224,-1.6613,-2.1626,-1.7691
20081225,-0.8643,-0.3291,-0.7497
20081226,-0.4634,-0.9848,-0.5756
20081229,-0.3941,0.0503,-0.2989
20081230,-1.1496,-0.6696,-1.0464
20081231,-0.857,-1.6248,-1.0228
20090105,3.5889,4.1667,3.7078
20090106,3.1778,3.5466,3.254
20090107,-0.598,0.6229,-0.3449
20090108,-2.2363,-2.5,-2.2915
20090109,1.6088,2.7026,1.8373
20090112,0.121,1.4269,0.3961
20090113,-2.317,-2.6274,-2.383
20090114,4.2138,3.7658,4.1187
20090115,-0.0189,0.9721,0.1907
20090116,1.8078,0.6682,1.5649
20090119,1.118,-0.1288,0.8546
20090120,0.6323,1.0047,0.7102
20090121,-0.1718,0.1258,-0.1093
20090122,1.1298,1.747,1.2596
20090123,-0.5805,-0.8104,-0.6291
20090202,1.1994,3.069,1.594
20090203,2.5204,2.7261,2.5645
20090204,2.7267,2.2886,2.6328
20090205,-0.7128,-1.6141,-0.9054
20090206,4.0126,4.5697,4.1308
20090209,2.6547,3.4281,2.8195
20090210,1.3099,2.8685,1.6439
20090211,0.1884,0.1823,0.1871
20090212,-0.5489,1.8763,-0.0229
20090213,3.4819,3.5853,3.5047
20090216,2.6335,1.7623,2.4408
20090217,-3.1253,-4.0591,-3.3304
20090218,-4.5885,-3.8586,-4.4294
20090219,0.9917,2.073,1.2289
20090220,1.9974,3.329,2.2919
20090223,2.8222,3.4151,2.9547
20090224,-4.5067,-4.0933,-4.4139
20090225,0.1044,0.6121,0.2187
20090226,-4.9502,-7.2109,-5.4613
20090227,-2.269,-6.002,-3.0973
20090302,1.1295,2.5594,1.4372
20090303,-1.04,0.8479,-0.6291
20090304,6.6753,6.0636,6.5402
20090305,0.8652,0.7607,0.8422
20090306,-0.7958,-0.6777,-0.7699
20090309,-3.6758,-4.4266,-3.8409
20090310,1.7369,2.5791,1.9209
20090311,-0.9105,-0.5399,-0.829
20090312,-0.2108,0.3811,-0.0803
20090313,-0.4639,-1.0628,-0.5965
20090316,1.641,1.3009,1.5661
20090317,3.6041,3.7086,3.627
20090318,0.4413,1.2948,0.6291
20090319,2.1397,2.2895,2.1729
20090320,-0.1144,-0.4665,-0.1925
20090323,2.5026,2.1469,2.4239
20090324,0.5078,0.7544,0.5622
20090325,-2.0579,-2.7804,-2.2176
20090326,3.2674,2.432,3.0839
20090327,0.7719,0.8575,0.7906
20090330,-0.578,0.1853,-0.4112
20090331,0.9379,1.0722,0.9674
20090401,1.6123,1.6715,1.6253
20090402,1.1058,0.0977,0.884
20090403,-0.2289,-1.0615,-0.4107
20090407,0.2508,1.1678,0.4497
20090408,-3.7875,-3.4142,-3.7059
20090409,1.5456,1.6691,1.5726
20090410,3.0926,3.2367,3.1242
20090413,2.3497,1.3623,2.1329
20090414,0.7662,1.6082,0.9497
20090415,0.378,1.4323,0.6094
20090416,0.0043,0.4911,0.112
20090417,-1.3552,-1.2611,-1.3343
20090420,2.1495,2.7718,2.2879
20090421,-1.1901,-0.0252,-0.9297
20090422,-3.7063,-5.0681,-4.0135
20090423,0.6709,0.5611,0.6464
20090424,-0.7972,-0.75,-0.7867
20090427,-2.3163,-3.9729,-2.6857
20090428,0.2085,1.5033,0.4934
20090429,3.448,2.7057,3.283
20090430,0.6738,1.519,0.8606
20090504,3.4837,3.371,3.4586
20090505,0.4684,0.9517,0.5759
20090506,1.3922,1.3651,1.3861
20090507,0.0758,-0.6725,-0.0912
20090508,0.8002,0.4614,0.725
20090511,-2.2911,-3.7763,-2.6198
20090512,2.3207,2.4745,2.3543
20090513,0.9124,0.6853,0.8627
20090514,-0.7608,0.3836,-0.5106
20090515,0.126,0.7448,0.2625
20090518,0.517,0.7617,0.5713
20090519,1.05,0.9066,1.0181
20090520,-0.9584,-0.5731,-0.8729
20090521,-2.2346,-1.7843,-2.1344
20090522,-0.3394,0.2174,-0.2151
20090525,0.4393,0.5213,0.4577
20090526,-1.1971,0.1023,-0.9054
20090527,1.4688,0.058,1.1489
20090601,3.5739,1.6965,3.1522
20090602,0.2364,0.6477,0.3275
20090603,2.5929,0.7831,2.1907
20090604,0.4887,-0.1277,0.3536
20090605,-0.489,-0.5953,-0.5122
20090608,0.312,-0.1651,0.2081
20090609,0.4096,0.4977,0.4287
20090610,0.9809,1.0781,1.002
20090611,-0.9354,-0.5939,-0.8612
20090612,-1.8687,-2.17,-1.9344
20090615,2.0613,1.424,1.9226
20090616,-0.1676,-0.2194,-0.1788
20090617,1.6672,1.6305,1.6592
20090618,1.5558,0.8026,1.393
20090619,0.7383,0.0808,0.5969
20090622,0.0832,-0.8423,-0.1148
20090623,0.0432,-0.3823,-0.0471
20090624,1.1944,1.1595,1.187
20090625,-0.09,-0.1157,-0.0955
20090626,0.3368,0.6123,0.3951
20090629,1.6478,0.8214,1.4727
20090630,-0.4245,-0.7054,-0.4836
20090701,2.2558,1.4915,2.0994
20090702,1.373,1.049,1.3071
20090703,1.3641,1.2526,1.3415
20090706,1.4312,0.2171,1.1851
20090707,-1.0152,-0.0961,-0.8307
20090708,0.3525,1.2328,0.5306
20090709,1.3136,1.8813,1.4292
20090710,0.0591,0.4911,0.1474
20090713,-1.0976,0.924,-0.6826
20090714,2.7891,1.5857,2.538
20090715,1.1159,0.9113,1.0736
20090716,0.2271,-0.5047,0.0761
20090717,0.5304,0.6178,0.5483
20090720,2.0261,1.7276,1.9647
20090721,-1.4283,-2.4273,-1.6331
20090722,1.8953,1.8376,1.8836
20090723,1.2488,0.9898,1.1962
20090724,0.4268,-0.6393,0.2106
20090727,2.0741,1.655,1.9899
20090728,0.3257,1.2653,0.5139
20090729,-5.2534,-6.42,-5.4889
20090730,2.1444,1.0222,1.9201
20090731,2.7458,3.2989,2.8554
20090803,1.4034,2.3337,1.5885
20090804,-0.011,1.2208,0.2358
20090805,-1.2063,-0.0002,-0.9623
20090806,-2.0801,-1.325,-1.9259
20090807,-2.949,-3.0457,-2.9689
20090810,-0.2969,1.0254,-0.0253
20090811,0.3339,0.5148,0.3715
20090812,-4.4701,-4.633,-4.504
20090813,1.278,0.2123,1.0571
20090814,-2.8004,-4.4583,-3.1413
20090817,-6.1053,-6.97,-6.2807
20090818,1.0099,1.9854,1.2063
20090819,-4.9628,-5.1755,-5.0059
20090820,4.3065,3.9053,4.2252
20090821,1.8838,2.7766,2.0641
20090824,0.8108,2.1269,1.0784
20090825,-3.7085,-1.5777,-3.2707
20090826,2.0116,3.1323,2.2459
20090827,-0.507,0.9568,-0.1988
20090828,-3.4699,-2.7029,-3.3065
20090831,-7.1062,-7.176,-7.1212
20090901,0.4745,-0.9983,0.1592
20090902,1.6607,0.6101,1.4384
20090903,5.5705,4.9729,5.4451
20090904,0.825,1.7979,1.0282
20090907,0.8796,1.0946,0.9248
20090908,2.1506,1.8584,2.0891
20090909,0.755,0.5735,0.7169
20090910,-1.0014,-0.878,-0.9755
20090911,2.3782,1.6789,2.2312
20090914,1.7066,2.602,1.8937
20090915,0.2808,1.034,0.4393
20090916,-1.3446,0.155,-1.0271
20090917,1.8986,2.3169,1.9882
20090918,-3.6266,-3.3328,-3.5635
20090921,0.2786,1.7274,0.5907
20090922,-2.4178,-2.5269,-2.4416
20090923,-2.2663,-3.0336,-2.4332
20090924,0.6816,-0.7519,0.3716
20090925,-0.727,-0.8927,-0.7624
20090928,-2.8081,-2.8884,-2.8252
20090929,-0.012,-1.822,-0.3983
20090930,1.0941,0.8466,1.042
20091009,5.2883,5.1703,5.2635
20091012,-0.3817,0.5989,-0.1758
20091013,1.4876,1.7015,1.5329
20091014,0.903,0.9174,0.906
20091015,0.3794,0.3184,0.3664
20091016,0.0638,0.3372,0.1217
20091019,2.6976,2.4559,2.6463
20091020,1.4543,1.5139,1.4669
20091021,-0.2454,-0.6696,-0.3354
20091022,-0.6519,0.412,-0.4271
20091023,1.9697,1.3659,1.8411
20091026,0.0289,0.0823,0.0402
20091027,-2.9148,-2.6505,-2.8587
20091028,0.4406,1.0094,0.5615
20091029,-2.4713,-1.7915,-2.3261
20091030,1.0262,1.3283,1.0911
20091102,3.4274,3.3467,3.41
20091103,1.2562,2.463,1.5158
20091104,0.5374,0.7468,0.5829
20091105,0.302,1.0359,0.4615
20091106,0.5399,0.4691,0.5244
20091109,0.3665,0.7491,0.4502
20091110,0.2285,0.1576,0.2129
20091111,-0.2312,0.4011,-0.0927
20091112,0.1235,0.3261,0.1681
20091113,0.5351,1.276,0.6982
20091116,3.043,2.2959,2.8778
20091117,0.0705,0.5173,0.1687
20091118,0.0517,0.4382,0.1369
20091119,0.3363,1.5739,0.6101
20091120,-0.3136,0.7184,-0.0831
20091123,0.95,1.8421,1.1509
20091124,-3.2036,-5.3074,-3.6806
20091125,2.2984,3.7819,2.6291
20091126,-3.9634,-4.0707,-3.9876
20091127,-2.9624,-2.6123,-2.8836
20091130,3.8184,4.5071,3.9739
20091201,1.4,2.7231,1.7003
20091202,1.025,1.4606,1.1249
20091203,-0.1794,0.6655,0.015
20091204,1.4652,-2.5067,0.546
20091207,0.6955,1.668,0.9138
20091208,-1.2215,-0.2069,-0.9919
20091209,-1.9189,-1.6101,-1.8485
20091210,0.6403,0.8538,0.6891
20091211,-0.062,-0.0395,-0.0568
20091214,1.0555,-0.4668,0.7068
20091215,-0.8141,0.2193,-0.5802
20091216,-0.6312,-0.3859,-0.5752
20091217,-2.2627,-3.1316,-2.4614
20091218,-2.5406,-3.6987,-2.8036
20091221,0.1441,1.2587,0.3947
20091222,-2.6815,-2.8091,-2.7104
20091223,0.9359,1.7731,1.1257
20091224,3.0672,3.2094,3.0997
20091225,-0.4081,0.711,-0.1526
20091228,1.5665,1.6227,1.5795
20091229,0.6412,0.3687,0.5783
20091230,1.6602,-0.3929,1.1868
20091231,0.4728,0.8814,0.5655
20100104,-1.1314,0.5634,-0.738
20100105,0.8149,1.0409,0.868
20100106,-0.626,-0.1579,-0.5158
20100107,-1.9841,-2.0026,-1.9885
20100108,0.2499,1.2401,0.4839
20100111,0.0552,0.6312,0.1924
20100112,1.5182,2.1282,1.6641
20100113,-3.2185,-1.0477,-2.6973
20100114,1.4003,2.6808,1.713
20100115,0.3945,0.7117,0.4727
20100118,0.5153,1.7148,0.8117
20100119,0.1942,0.0198,0.1507
20100120,-3.2231,-3.7048,-3.343
20100121,0.4166,0.3469,0.3993
20100122,-1.2432,-2.771,-1.6221
20100125,-1.1343,-1.2499,-1.1626
20100126,-2.5606,-4.1681,-2.9533
20100127,-1.364,-0.635,-1.1881
20100128,0.2502,1.6233,0.5833
20100129,-0.0753,0.8825,0.1594
20100201,-1.6057,-0.9894,-1.4536
20100202,-0.2067,-0.6833,-0.3249
20100203,2.6866,1.4253,2.3749
20100204,-0.3687,1.0397,-0.0239
20100205,-2.0416,-2.2037,-2.0817
20100208,-0.0666,-0.0093,-0.0524
20100209,0.5777,0.0231,0.4406
20100210,1.418,1.2607,1.3793
20100211,0.195,-0.2229,0.0922
20100212,0.9589,1.3704,1.0598
20100222,-0.5516,0.0754,-0.3972
20100223,-1.0735,0.8962,-0.5863
20100224,1.4334,2.1781,1.6203
20100225,1.4685,1.6172,1.506
20100226,-0.3178,0.1016,-0.212
20100301,1.3029,1.1132,1.2549
20100302,-0.3967,0.0859,-0.2747
20100303,0.7201,1.4528,0.906
20100304,-2.5339,-3.6128,-2.8091
20100305,0.2828,0.3938,0.3108
20100308,0.8103,1.0858,0.88
20100309,0.599,0.1191,0.4773
20100310,-0.7916,-1.3118,-0.9231
20100311,-0.0911,-0.7854,-0.2659
20100312,-1.33,-1.5344,-1.3812
20100315,-1.5447,-0.848,-1.3707
20100316,0.6531,0.824,0.696
20100317,2.1831,2.7739,2.3316
20100318,-0.1943,0.3228,-0.0637
20100319,0.8054,0.7115,0.7816
20100322,0.2659,0.5638,0.3413
20100323,-0.8192,-0.6731,-0.7821
20100324,0.0335,0.5246,0.1582
20100325,-1.4509,-1.3307,-1.4202
20100326,1.4206,1.4323,1.4236
20100329,2.5508,0.7826,2.0993
20100330,0.2432,0.4406,0.2929
20100331,-0.6268,0.2473,-0.4061
20100401,1.3847,1.494,1.4125
20100402,0.4543,0.3306,0.4229
20100406,-0.0646,0.2009,0.0028
20100407,-0.5344,0.2212,-0.3421
20100408,-1.1871,0.0264,-0.8765
20100409,0.9689,1.5263,1.1128
20100412,-0.8195,0.7532,-0.4116
20100413,1.2006,-1.1355,0.5877
20100414,0.3535,1.1715,0.5644
20100415,-0.2683,-1.2609,-0.5258
20100416,-1.1266,-0.3271,-0.9207
20100419,-5.3603,-4.2835,-5.0813
20100420,-0.096,1.3031,0.2695
20100421,1.9949,3.0325,2.2687
20100422,-1.0856,0.1722,-0.7513
20100423,-0.3604,-0.78,-0.473
20100426,-0.5645,0.0491,-0.4003
20100427,-2.0047,-2.6155,-2.1688
20100428,-0.3557,-0.5241,-0.4007
20100429,-1.2039,-3.246,-1.7494
20100430,0.2386,-2.6904,-0.5319
20100504,-1.5621,-0.1025,-1.1865
20100505,0.5612,2.947,1.182
20100506,-4.5955,-3.177,-4.22
20100507,-2.0735,-1.5617,-1.9365
20100510,0.7559,-1.8767,0.0484
20100511,-2.0088,-2.9223,-2.2496
20100512,0.6192,-2.4572,-0.1861
20100513,2.4396,2.8528,2.5453
20100514,-0.6543,0.6494,-0.3198
20100517,-5.3454,-6.4301,-5.6264
20100518,2.0861,1.4404,1.9203
20100519,-0.331,0.1315,-0.2128
20100520,-1.3088,-1.9138,-1.4641
20100521,1.5689,2.0795,1.6994
20100524,3.7806,4.5473,3.9772
20100525,-2.0716,-0.7237,-1.7242
20100526,0,0.2738,0.0713
20100527,1.636,1.7848,1.6748
20100528,-0.3384,0.3955,-0.1467
20100531,-2.7028,-3.092,-2.805
20100601,-1.0494,-1.9144,-1.2759
20100602,0.487,1.4364,0.7335
20100603,-0.7779,-0.7256,-0.7642
20100604,0.3039,0.8646,0.4505
20100607,-1.7737,-0.4027,-1.4136
20100608,0.1343,0.9024,0.3381
20100609,3.0673,2.4959,2.9148
20100610,-1.1542,0.2774,-0.7736
20100611,0.3216,-0.6054,0.0725
20100617,-0.5848,-1.2566,-0.764
20100618,-1.6978,-4.1724,-2.3548
20100621,3.134,2.8883,3.0699
20100622,0.1099,0.8002,0.2895
20100623,-0.9062,-0.6106,-0.829
20100624,-0.0361,0.0178,-0.0221
20100625,-0.7692,-1.6327,-0.9951
20100628,-0.713,-1.6644,-0.9604
20100629,-4.5921,-5.6647,-4.869
20100630,-1.1169,-1.9405,-1.3277
20100701,-1.4435,-1.5792,-1.4779
20100702,0.318,-0.5827,0.0899
20100705,-0.8466,-0.605,-0.7858
20100706,1.9999,2.8467,2.2133
20100707,0.6857,1.4549,0.8808
20100708,-0.1766,-0.5464,-0.2709
20100709,2.7634,2.9544,2.8119
20100712,1.0998,1.1008,1.1001
20100713,-1.5554,-1.5786,-1.5613
20100714,0.7218,0.9316,0.7752
20100715,-1.6992,-2.3183,-1.8571
20100716,0.2917,0.59,0.3674
20100719,2.536,2.259,2.4655
20100720,2.2006,2.838,2.3625
20100721,0.2127,0.2042,0.2106
20100722,1.2358,1.4759,1.297
20100723,0.4239,-0.0597,0.3003
20100726,0.6437,1.3853,0.8327
20100727,-0.5454,-0.0548,-0.4197
20100728,2.4323,2.2969,2.3975
20100729,0.4977,0.7621,0.5653
20100730,-0.3172,-0.0694,-0.2537
20100802,1.6881,1.8316,1.725
20100803,-1.7586,-1.7398,-1.7538
20100804,0.3651,1.2966,0.6046
20100805,-0.8902,0.4694,-0.5381
20100806,1.6427,2.0632,1.7527
20100809,0.7103,1.3213,0.8706
20100810,-2.9334,-3.7862,-3.1581
20100811,0.6204,1.2115,0.7751
20100812,-1.1868,-1.3102,-1.2192
20100813,1.3905,1.9205,1.5297
20100816,2.3301,2.3193,2.3272
20100817,0.6916,0.7787,0.7146
20100818,-0.1675,-0.0142,-0.1271
20100819,0.6139,0.0978,0.4776
20100820,-1.9308,-2.1267,-1.9823
20100823,-0.0739,0.8729,0.1749
20100824,0.5398,1.1755,0.7078
20100825,-2.3629,-1.979,-2.261
20100826,0.2487,0.7092,0.3713
20100827,0.2973,0.731,0.4131
20100830,1.9746,2.7436,2.1806
20100831,-0.4056,0.7965,-0.0815
20100901,-0.6595,-1.2869,-0.8301
20100902,1.2951,2.1007,1.5131
20100903,-0.0407,0.8121,0.1915
20100906,1.8795,-0.2358,1.3002
20100907,0.2695,0.6014,0.359
20100908,-0.0718,0.864,0.1812
20100909,-1.8285,-1.3212,-1.6904
20100910,0.2082,1.0155,0.4288
20100913,1.015,1.7934,1.2289
20100914,0.0908,0.3283,0.1564
20100915,-1.7475,-1.5664,-1.6974
20100916,-1.9019,-2.5206,-2.0734
20100917,0.1253,-0.1611,0.0462
20100920,-0.4033,-1.0941,-0.5936
20100921,0.2684,-0.1405,0.1563
20100927,1.6642,2.7905,1.9721
20100928,-0.8304,-0.412,-0.7151
20100929,-0.2116,-1.3757,-0.5333
20100930,2.1136,1.5312,1.954
20101008,3.7015,2.3036,3.32
20101011,2.9125,0.4444,2.2454
20101012,1.2714,0.3523,1.0273
