date,000300.SH,000905.SH,000906.SH
20050929,1.3562,2.2211,1.6054
20050930,0.1547,-0.2045,0.0533
20051010,-1.0978,-1.2376,-1.1518
20051011,1.3666,2.3144,1.6366
20051012,0.4094,1.0343,0.5894
20051013,-0.7565,-0.48,-0.6843
20051014,-1.2734,-0.8373,-1.1497
20051017,-0.7963,0.3087,-0.4803
20051018,0.5284,1.7004,0.8711
20051019,-0.4014,-0.8263,-0.5326
20051020,0.1303,0.0267,0.0994
20051021,0.4999,0.9561,0.6234
20051024,0.2475,0.305,0.164
20051025,-1.3655,-2.2478,-1.6185
20051026,-2.0634,-2.6834,-2.3006
20051027,0.0033,-0.7535,-0.2421
20051028,-0.9271,-2.6581,-1.4918
20051031,0.9857,0.4358,0.8112
20051101,-0.3899,-0.6433,-0.4731
20051102,1.1013,2.0633,1.3724
